Amazon SageMaker Studio ノートブックとは何ですか?,Amazon SageMaker Studio ノートブックは、すぐに始められる、共同作業可能な、管理された Jupyter ノートブックです。Amazon SageMaker Studio ノートブックは、SageMaker の専用 ML ツールやその他の AWS サービスと統合され、ML 用の完全に統合された開発環境 (IDE) である Amazon SageMaker Studio でのエンドツーエンドの ML 開発を実現します。
Amazon SageMaker Studio ノートブックは、インスタンスベースのノートブックとどう違うのでしょうか?,SageMaker Studio ノートブックには、インスタンスベースのノートブックとは異なる重要な機能がいくつかあります。Studio ノートブックを使用すると、手動でインスタンスをプロビジョニングして操作可能になるまで待つことなく、ノートブックをすばやく起動できます。ノートブックを読み込んで実行するための UI を起動する起動時間は、インスタンスベースのノートブックよりも高速です。また、UI 内からいつでも多数のインスタンスタイプから選択できる柔軟性もあります。新しいインスタンスを開始してノートブックを移植するために、AWS マネジメントコンソールに移動する必要はありません。各ユーザーには、特定のインスタンスから独立した独立したホームディレクトリがあります。このディレクトリは、すべてのノートブックサーバーとカーネルが起動すると自動的にマウントされるため、インスタンスを切り替えてノートブックを表示および実行する場合でも、ノートブックやその他のファイルにアクセスできます。SageMaker Studio ノートブックは AWS IAM Identity Center (AWS SSO の後継) と統合されているため、組織の認証情報を使用してノートブックに簡単にアクセスできます。ノートブックの共有は、SageMaker Studio ノートブックに統合された機能です。 1 回のクリックでノートブックを同僚と共有したり、1 つのノートブックを同時に共同編集したりすることもできます。
Amazon SageMaker Studio ノートブックはどのように機能しますか?,Amazon SageMaker Studio ノートブックは、ワンクリックですばやくスピンできる Jupyter ノートブックです。基盤となるコンピューティング リソースは完全に伸縮自在であるため、利用可能なリソースを簡単に増減でき、変更は作業を中断することなくバックグラウンドで自動的に行われます。SageMaker では、ノートブックをワンクリックで共有することもできます。ノートブックを他のユーザーと簡単に共有でき、同じ場所に保存されたまったく同じノートブックを入手できます。SageMaker Studio ノートブックでは、AWS IAM Identity Center (AWS SSO の後継) を使用して、会社の認証情報でサインインできます。ノートブックの実行に必要な依存関係は、共有時にノートブックにカプセル化された作業イメージで自動的に追跡されるため、チーム内およびチーム間でノートブックを共有するのは簡単です。
Amazon SageMaker の共有スペースとは何ですか?,機械学習の専門家は、チームメイトが Amazon SageMaker Studio ノートブックを一緒に読み、編集できる共有ワークスペースを作成できます。共有スペースを使用すると、チームメイトは同じノートブックファイルを共同編集し、ノートブックコードを同時に実行し、結果を一緒に確認して、やり取りをなくし、コラボレーションを効率化できます。共有スペースでは、ML チームは BitBucket や AWS CodeCommit などのサービスのサポートを組み込むことができるため、ノートブックのさまざまなバージョンを簡単に管理し、時間の経過とともに変更を比較できます。実験や ML モデルなど、ノートブック内から作成されたリソースはすべて自動的に保存され、作成された特定のワークスペースに関連付けられるため、チームはより簡単に整理された状態を維持し、ML モデル開発を加速できます。
Amazon SageMaker Studio ノートブックは他の AWS サービスとどのように連携しますか?,Amazon SageMaker Studio ノートブックを使用すると、分散トレーニング、バッチ変換、ホスティング、実験管理など、すべての SageMaker 機能にアクセスできます。SageMaker ノートブックからは、Amazon S3、Amazon Redshift、AWS Glue、Amazon EMR、AWS Lake Formation のデータセットなどの他のサービスにアクセスできます。
Amazon SageMaker Studio ノートブックの料金体系はどのようになっていますか?,SageMaker Studio ノートブックを使用する場合は、コンピューティングとストレージの両方に対して料金が発生します。コンピューティングインスタンスタイプ別の料金については、Amazon SageMaker の料金表をご覧ください。ノートブックと、データファイルやスクリプトなどの関連アーティファクトは、Amazon EFS に保存されます。ストレージ料金については、Amazon EFS の料金表をご覧ください。AWS 無料利用枠の一部として、Amazon SageMaker Studio ノートブックを無料で使い始めることができます。
SageMaker Studio で作成および実行されるノートブックごとに個別に料金が発生しますか?,いいえ。同じコンピューティングインスタンスで複数のノートブックを作成して実行できます。個々のアイテムではなく、使用したコンピューティングに対してのみ料金が発生します。詳細については、メータリングガイドをご覧ください。ノートブックに加えて、SageMaker Studio でターミナルとインタラクティブシェルを起動して実行することもできます。これらはすべて同じコンピューティングインスタンスで実行されます。各アプリケーションは、コンテナまたはイメージ内で実行されます。SageMaker Studio には、データサイエンスと ML 用に構築され、事前構成された組み込みイメージがいくつか用意されています。SageMaker Studio 開発者環境の詳細については、SageMaker Studio ノートブックの使用ガイドをご覧ください。
ノートブックで使用されるリソースを監視およびシャットダウンするにはどうすればよいですか?,SageMaker Studio ビジュアルインターフェイスと AWS マネジメントコンソールの両方を使用して、SageMaker Studio ノートブックで使用されるリソースを監視およびシャットダウンできます。詳細については、ドキュメントを参照してください。
SageMaker Studio ノートブックを実行しています。ブラウザを閉じたり、ノートブックのタブを閉じたり、ブラウザを開いたままにしたりしても料金は発生しますか?,はい、コンピューティングに対しては引き続き課金されます。これは、AWS マネジメントコンソールで Amazon EC2 インスタンスを起動し、ブラウザを閉じるのと似ています。Amazon EC2 インスタンスは引き続き実行されており、インスタンスを明示的にシャットダウンしない限り、引き続き課金されます。
Amazon SageMaker Studio ドメインの作成と設定には料金がかかりますか?,いいえ、ユーザープロファイルの追加、更新、削除など、Amazon SageMaker Studio ドメインの作成や設定に対して料金は発生しません。
Amazon SageMaker Studio ノートブックまたはその他の Amazon SageMaker サービスの明細料金を確認するにはどうすればよいですか?,管理者は、AWS 請求コンソールで、SageMaker Studio を含む Amazon SageMaker の明細料金リストを表示できます。SageMaker の AWS マネジメントコンソールで、上部のメニューの [サービス] を選択し、検索ボックスに「請求」と入力してドロップダウンから [請求] を選択し、左側のパネルで [請求書] を選択します。[詳細] セクションで、SageMaker をクリックしてリージョンのリストを展開し、明細料金にドリルダウンできます。
Amazon SageMaker Studio Lab とは何ですか?,Amazon SageMaker Studio Lab は、コンピューティング、ストレージ (最大 15 GB)、セキュリティをすべて無料で提供する無料の ML 開発環境であり、誰でも ML を学習して実験できます。開始するために必要なのは有効なメール ID だけです。インフラストラクチャを構成したり、ID とアクセスを管理したり、AWS アカウントにサインアップしたりする必要はありません。SageMaker Studio Lab は、GitHub 統合を通じてモデル構築を加速し、最も人気のある ML ツール、フレームワーク、ライブラリが事前設定されているため、すぐに開始できます。SageMaker Studio Lab は作業を自動的に保存するため、セッション間で再起動する必要はありません。ノートパソコンを閉じて後で戻ってくるだけです。
Amazon SageMaker Studio Lab を使用する必要があるのはなぜですか?,Amazon SageMaker Studio Lab は、ML クラスや実験にセットアップが不要な無料のノートブック開発環境を必要とする学生、研究者、データ サイエンティスト向けです。SageMaker Studio Lab は、本番環境は必要ないが、SageMaker 機能のサブセットを使用して ML スキルを向上させたいユーザーに最適です。SageMaker セッションは自動的に保存されるため、ユーザーは各ユーザー セッションで中断したところから再開できます。
Amazon SageMaker Studio Lab は他の AWS サービスとどのように連携しますか?,Amazon SageMaker Studio Lab は AWS 上に構築されたサービスで、Amazon S3 や Amazon EC2 など、Amazon SageMaker Studio と同じコアサービスの多くを使用します。他のサービスとは異なり、お客様は AWS アカウントを必要としません。代わりに、メールアドレスを使用して Amazon SageMaker Studio Lab 固有のアカウントを作成します。これにより、ユーザーは ML ノートブックを実行するための限定環境 (15 GB のストレージ、12 時間のセッション) にアクセスできるようになります。
Amazon SageMaker Canvas とは何ですか?,Amazon SageMaker Canvas は、ビジネスアナリストがコードを記述したり ML の専門知識を必要とせずに ML モデルを構築し、正確な予測を生成できる視覚的なドラッグアンドドロップサービスです。SageMaker Canvas を使用すると、さまざまなソースからのデータに簡単にアクセスして組み合わせたり、データを自動的にクリーンアップしてさまざまなデータ調整を適用したり、ワンクリックで正確な予測を生成する ML モデルを構築したりできます。また、結果を簡単に公開したり、モデルを説明および解釈したり、組織内の他のユーザーとモデルを共有してレビューしたりすることもできます。
" Amazon SageMaker Canvas はどのようなデータソースをサポートしていますか?",Amazon SageMaker Canvas を使用すると、Amazon S3 や Amazon Redshift など、アカウントがアクセスできる AWS データソースをシームレスに検出できます。SageMaker Canvas のビジュアル ドラッグ アンド ドロップ インターフェイスを使用して、データを参照およびインポートできます。さらに、ローカル ディスクからファイルをドラッグ アンド ドロップしたり、事前に構築されたコネクタを使用して Snowflake などのサードパーティ ソースからデータをインポートしたりすることもできます。
Amazon SageMaker Canvas で正確な予測を生成する ML モデルを構築するにはどうすればよいですか?,ソースを接続し、データセットを選択し、データを準備したら、予測するターゲット列を選択してモデル作成ジョブを開始できます。Amazon SageMaker Canvas は、問題の種類を自動的に識別し、新しい関連機能を生成し、線形回帰、ロジスティック回帰、ディープラーニング、時系列予測、勾配ブースティングなどの ML 技術を使用して包括的な予測モデルセットをテストし、データセットに基づいて正確な予測を行うモデルを構築します。
" Amazon SageMaker Canvas でモデルを構築するにはどのくらいの時間がかかりますか? モデル作成中の進行状況を監視するにはどうすればよいですか?",モデルの構築にかかる時間は、データセットのサイズによって異なります。データセットが小さい場合は 30 分未満で完了しますが、データセットが大きい場合は数時間かかることがあります。モデル作成ジョブが進行するにつれて、Amazon SageMaker Canvas は、ジョブの完了率やジョブ完了までの残り時間など、詳細なビジュアル更新を提供します。
Amazon SageMaker Experiments とは何ですか?,Amazon SageMaker Experiments は、ML モデルの反復を整理して追跡するのに役立ちます。SageMaker Experiments は、入力パラメータ、設定、結果を自動的にキャプチャし、「実験」として保存することで、反復の管理に役立ちます。Amazon SageMaker Studio のビジュアル インターフェイス内で作業して、アクティブな実験を参照したり、特性別に以前の実験を検索したり、以前の実験とその結果を確認したり、実験結果を視覚的に比較したりできます。
Amazon SageMaker デバッガーとは何ですか?,Amazon SageMaker Debugger は、トレーニング中に混同行列や学習勾配などのリアルタイムのメトリクスを自動的にキャプチャし、モデルの精度向上に役立ちます。SageMaker Debugger のメトリクスは、Amazon SageMaker Studio で視覚化して簡単に理解できます。SageMaker Debugger は、一般的なトレーニングの問題が検出されたときに警告や修復アドバイスを生成することもできます。また、SageMaker Debugger は、CPU、GPU、ネットワーク、メモリなどのシステムリソースをリアルタイムで自動的に監視およびプロファイルし、これらのリソースの再割り当てに関する推奨事項を提供します。これにより、トレーニング中にリソースを効率的に使用でき、コストとリソースを削減できます。
Amazon SageMaker は分散トレーニングをサポートしていますか?,はい。Amazon SageMaker は、これらの分散戦略を手動で構築して最適化するのにかかる時間のほんの一部で、ディープラーニングモデルと大規模なトレーニングセットを AWS GPU インスタンス全体に自動的に分散できます。SageMaker が適用する 2 つの分散トレーニング手法は、データ並列処理とモデル並列処理です。データ並列処理は、複数の GPU インスタンスにデータを均等に分割して各インスタンスを同時にトレーニングできるようにすることで、トレーニング速度を向上させるために適用されます。モデル並列処理は、単一の GPU に保存するには大きすぎるモデルで役立ち、複数の GPU に分散する前にモデルを小さな部分に分割する必要があります。PyTorch および TensorFlow トレーニングスクリプトに数行のコードを追加するだけで、SageMaker はデータ並列処理またはモデル並列処理を自動的に適用し、モデルをより迅速に開発およびデプロイできます。SageMaker は、グラフ分割アルゴリズムを使用して各 GPU の計算のバランスを取りながら GPU インスタンス間の通信を最小限に抑えることで、モデルを分割するための最適なアプローチを決定します。 SageMaker は、AWS のコンピューティングとネットワークを最大限に活用するアルゴリズムを通じて分散トレーニングジョブを最適化し、ほぼ線形のスケーリング効率を実現します。これにより、手動のオープンソース実装よりも速くトレーニングを完了できます。
Amazon SageMaker トレーニングコンパイラとは何ですか?,Amazon SageMaker Training Compiler は、グラフレベルとカーネルレベルの最適化により、GPU をより効率的に使用して DL モデルのトレーニングを最大 50% 高速化するディープラーニング (DL) コンパイラです。SageMaker Training Compiler は SageMaker の TensorFlow および PyTorch のバージョンと統合されているため、最小限のコード変更でこれらの一般的なフレームワークのトレーニングを高速化できます。
Amazon SageMaker トレーニングコンパイラはどのように機能しますか?,Amazon SageMaker Training Compiler は、DL モデルを高水準言語表現からハードウェアに最適化された命令に変換することで、ネイティブフレームワークを使用したジョブよりも高速にトレーニングし、トレーニングジョブを高速化します。具体的には、SageMaker Training Compiler は、グラフレベルの最適化 (演算子の融合、メモリ計画、代数の簡素化)、データフローレベルの最適化 (レイアウト変換、共通部分式の除去)、バックエンドの最適化 (メモリレイテンシーの隠蔽、ループ指向の最適化) を使用して、ハードウェアリソースをより効率的に使用し、結果としてトレーニングを高速化する、最適化されたモデルトレーニングジョブを生成します。
Amazon SageMaker トレーニングコンパイラーを使用するにはどうすればよいですか?,Amazon SageMaker トレーニングコンパイラは、SageMaker Python SDK と SageMaker Hugging Face ディープラーニングコンテナに組み込まれています。ワークフローを変更しなくても、高速化のメリットを享受できます。Amazon SageMaker ノートブックインスタンス、Amazon SageMaker Studio、AWS SDK for Python (Boto3)、AWS コマンドラインインターフェイスなど、SageMaker インターフェイスのいずれかを使用して、これまでと同じ方法でトレーニングジョブを実行できます。フレームワークエスティメーターオブジェクトを作成するときに、TrainingCompilerConfig クラスをパラメータとして追加することで、SageMaker トレーニングコンパイラを有効にすることができます。実際には、これは単一の GPU インスタンスの既存のトレーニングジョブスクリプトに数行のコードを追加することを意味します。最新の詳細なドキュメント、サンプルノートブック、および例は、ドキュメントで入手できます。
Amazon SageMaker トレーニングコンパイラの料金はいくらですか?,トレーニング コンパイラは SageMaker トレーニング機能であり、SageMaker のお客様だけに追加料金なしで提供されます。トレーニング コンパイラを使用すると、トレーニング時間が短縮されるため、お客様は実際にコストを削減できます。
マネージドスポットトレーニングとは何ですか?,Amazon SageMaker を使用したマネージドスポットトレーニングでは、Amazon EC2 スポットインスタンスを使用して ML モデルをトレーニングしながら、モデルのトレーニングコストを最大 90% 削減できます。
マネージドスポットトレーニングを使用するにはどうすればよいですか?,トレーニング ジョブを送信するときにマネージド スポット トレーニング オプションを有効にし、スポット容量を待機する時間も指定します。Amazon SageMaker は Amazon EC2 スポット インスタンスを使用してジョブを実行し、スポット容量を管理します。トレーニング ジョブの実行中と容量を待機中の両方のステータスを完全に把握できます。
マネージドスポットトレーニングはいつ使用すればよいですか?,マネージド スポット トレーニングは、トレーニング実行に柔軟性があり、トレーニング ジョブのコストを最小限に抑えたい場合に最適です。マネージド スポット トレーニングを使用すると、ML モデルのトレーニング コストを最大 90% 削減できます。
マネージドスポットトレーニングはどのように機能しますか?,マネージドスポットトレーニングでは、トレーニングに Amazon EC2 スポットインスタンスを使用します。これらのインスタンスは、AWS が容量を必要とするときにプリエンプトできます。その結果、マネージドスポットトレーニングジョブは、容量が利用可能になったときに少しずつ実行できます。中断が発生した場合、トレーニングジョブを最初からやり直す必要はありません。Amazon SageMaker は最新のモデルチェックポイントを使用してトレーニングジョブを再開できるためです。SageMaker に組み込まれたフレームワークとコンピュータービジョンアルゴリズムにより、定期的なチェックポイントが有効になり、カスタムモデルでチェックポイントを有効にできます。
マネージド スポット トレーニングでは定期的にチェックポイントを設定する必要がありますか?,長時間実行されるトレーニングジョブの一般的なベストプラクティスとして、定期的なチェックポイントをお勧めします。これにより、容量がプリエンプトされた場合にマネージドスポットトレーニングジョブが再開されるのを防ぎます。チェックポイントを有効にすると、Amazon SageMaker は最後のチェックポイントからマネージドスポットトレーニングジョブを再開します。
マネージド スポット トレーニング ジョブによるコスト削減はどのように計算しますか?,マネージドスポットトレーニングジョブが完了すると、AWS マネジメントコンソールで節約額を確認できるほか、トレーニングジョブの実行期間と請求期間の差の割合としてコスト節約額を計算することもできます。マネージドスポットトレーニングジョブが何度中断されても、データがダウンロードされた期間に対して 1 回のみ課金されます。
マネージド スポット トレーニングで使用できるインスタンスはどれですか?,"マネージドスポットトレーニングは、Amazon SageMaker でサポートされているすべてのインスタンスで使用できます。"
マネージドスポットトレーニングではどの AWS リージョンがサポートされていますか?,"マネージドスポットトレーニングは、Amazon SageMaker が現在利用可能なすべての AWS リージョンでサポートされています。"
トレーニングに使用できるデータセットのサイズに制限はありますか?," Amazon SageMaker でモデルのトレーニングに使用できるデータセットのサイズには、固定の制限はありません。"
Amazon SageMaker はモデルを生成するためにどのようなアルゴリズムを使用しますか?,Amazon SageMaker には、線形回帰、ロジスティック回帰、k-means クラスタリング、主成分分析、因数分解マシン、ニューラルトピックモデリング、潜在ディリクレ配分法、勾配ブースティングツリー、sequence2sequence、時系列予測、word2vec、画像分類などの組み込みアルゴリズムが含まれています。SageMaker は、最適化された Apache MXNet、Tensorflow、Chainer、PyTorch、Gluon、Keras、Horovod、Scikit-learn、Deep Graph Library コンテナも提供します。さらに、Amazon SageMaker は、文書化された仕様に準拠した Docker イメージを通じて提供されるカスタムトレーニングアルゴリズムをサポートします。
"自動モデルチューニングとは何ですか?",ほとんどの ML アルゴリズムは、基礎となるアルゴリズムの動作を制御するさまざまなパラメータを公開します。これらのパラメータは一般にハイパーパラメータと呼ばれ、その値はトレーニングされたモデルの品質に影響します。自動モデル チューニングは、最適なモデルを生成するアルゴリズムのハイパーパラメータのセットを見つけるプロセスです。
自動モデルチューニングでチューニングできるモデルは何ですか?,科学的に実行可能な限り、組み込みの SageMaker アルゴリズム、ディープニューラルネットワーク、または Docker イメージの形式で SageMaker に取り込んだ任意のアルゴリズムなど、任意のアルゴリズム上で Amazon SageMaker で自動モデルチューニングを実行できます。
Amazon SageMaker 以外でも自動モデルチューニングを使用できますか?,現時点ではそうではありません。最高のモデルチューニングパフォーマンスとエクスペリエンスは、Amazon SageMaker 内で実現されます。
自動モデルチューニングの基礎となるチューニング アルゴリズムは何ですか?,現在、ハイパーパラメータをチューニングするアルゴリズムは、ベイズ最適化のカスタマイズされた実装です。チューニング プロセス全体を通じて、顧客が指定した目標メトリックを最適化することを目的としています。具体的には、完了したトレーニング ジョブのオブジェクト メトリックをチェックし、その知識を使用して次のトレーニング ジョブのハイパーパラメータの組み合わせを推測します。
"自動モデルチューニングでは、チューニングに特定のハイパーパラメータを推奨しますか?",いいえ。特定のハイパーパラメータがモデルのパフォーマンスに与える影響はさまざまな要因によって異なり、あるハイパーパラメータが他のハイパーパラメータよりも重要であり、調整が必要であると断言することは困難です。Amazon SageMaker に組み込まれているアルゴリズムについては、ハイパーパラメータが調整可能かどうかを明示しています。
"ハイパーパラメータ調整ジョブにはどのくらいの時間がかかりますか?",ハイパーパラメータ調整ジョブの所要時間は、データのサイズ、基盤となるアルゴリズム、ハイパーパラメータの値など、複数の要因によって異なります。さらに、同時トレーニング ジョブの数とトレーニング ジョブの合計数も選択できます。これらの選択はすべて、ハイパーパラメータ調整ジョブの所要時間に影響します。
"モデルを高速かつ正確に最適化するなど、複数の目的を同時に最適化できますか?",現時点ではできません。現在、最適化するには単一の客観的なメトリックを指定するか、アルゴリズム コードを変更して、2 つ以上の有用なメトリック間の加重平均である新しいメトリックを生成し、その客観的なメトリックに向けてチューニング プロセスを最適化させる必要があります。
"自動モデルチューニングにはいくらかかりますか?",ハイパーパラメータ調整ジョブ自体には料金はかかりません。モデルトレーニングの料金に基づいて、ハイパーパラメータ調整ジョブによって起動されるトレーニングジョブごとに料金が発生します。
"Amazon SageMaker Autopilot と自動モデルチューニングのどちらを使用するかをどのように決めればよいですか?",Amazon SageMaker Autopilot は、特徴の前処理、アルゴリズムの選択、ハイパーパラメータの調整など、一般的な ML ワークフローのすべてを自動化しますが、特に分類と回帰のユースケースに重点を置いています。一方、自動モデルチューニングは、組み込みアルゴリズム、ディープラーニングフレームワーク、カスタムコンテナのいずれに基づいているかに関係なく、あらゆるモデルをチューニングするように設計されています。柔軟性と引き換えに、特定のアルゴリズム、調整するハイパーパラメータ、および対応する検索範囲を手動で選択する必要があります。
強化学習とは何ですか?,強化学習は、エージェントが自身の行動や経験からのフィードバックを使用して試行錯誤しながらインタラクティブな環境で学習できるようにする ML 技術です。
" Amazon SageMaker で強化学習モデルをトレーニングできますか?",はい、Amazon SageMaker では、教師あり学習モデルと教師なし学習モデルに加えて、強化学習モデルをトレーニングできます。
強化学習は教師あり学習とどう違うのでしょうか?,教師あり学習と強化学習はどちらも入力と出力のマッピングを使用しますが、エージェントに提供されるフィードバックがタスクを実行するための正しい一連のアクションである教師あり学習とは異なり、強化学習では、一連のアクションを通じて長期的な目標を達成するために報酬信号が最適化される遅延フィードバックを使用します。
"強化学習はいつ使用すればよいですか?",教師あり学習技術の目標はトレーニング データのパターンに基づいて正しい答えを見つけることですが、教師なし学習技術の目標はデータ ポイント間の類似点と相違点を見つけることです。対照的に、強化学習 (RL) 技術の目標は、結果を達成する方法が明確でない場合でも、望ましい結果を達成する方法を学習することです。その結果、RL は、ロボット工学、自律走行車、HVAC、産業用制御など、エージェントが自律的に決定を下すことができるインテリジェント アプリケーションの実現に適しています。
" RL モデルのトレーニングにはどのような環境を使用できますか?",Amazon SageMaker RL は、RL モデルのトレーニング用にさまざまな環境をサポートしています。AWS RoboMaker などの AWS サービス、オープンソース環境、Open AI Gym インターフェイスを使用して開発されたカスタム環境、MATLAB や SimuLink などの商用シミュレーション環境を使用できます。
"RL モデルをトレーニングするには、独自の RL エージェント アルゴリズムを作成する必要がありますか?",いいえ、Amazon SageMaker RL には、DQN、PPO、A3C などの RL エージェントアルゴリズムの実装を提供する Coach や Ray RLLib などの RL ツールキットが含まれています。
独自の RL ライブラリとアルゴリズム実装を持ち込んで Amazon SageMaker RL で実行できますか?,はい、独自の RL ライブラリとアルゴリズムの実装を Docker コンテナに持ち込み、Amazon SageMaker RL で実行できます。
" Amazon SageMaker RL を使用して分散ロールアウトを行うことはできますか?",はい。トレーニングを GPU インスタンスで実行し、シミュレーションを複数の CPU インスタンスで実行できる異種クラスターを選択することもできます。
Amazon SageMaker はどのようなデプロイメントオプションを提供していますか?,モデルを構築してトレーニングした後、Amazon SageMaker は予測を開始できるようにモデルをデプロイするための 3 つのオプションを提供します。リアルタイム推論は、レイテンシー要件がミリ秒、ペイロードサイズが最大 6 MB、処理時間が最大 60 秒のワークロードに適しています。バッチ変換は、事前に利用可能な大量のデータバッチに対するオフライン予測に最適です。非同期推論は、レイテンシー要件が 1 秒未満、ペイロードサイズが最大 1 GB、処理時間が最大 15 分ではないワークロード向けに設計されています。
Amazon SageMaker 非同期推論とは何ですか?,Amazon SageMaker 非同期推論は、受信リクエストをキューに入れて非同期的に処理します。このオプションは、ペイロードサイズが大きいリクエストや、到着時に処理する必要がある処理時間の長いリクエストに最適です。オプションで、コストを節約するために、リクエストをアクティブに処理していないときにインスタンス数をゼロにスケールダウンするように自動スケーリング設定を構成することもできます。
リクエストをアクティブに処理していないときにインスタンス数をゼロにスケールダウンするように自動スケーリング設定を構成するにはどうすればよいですか?,リクエストをアクティブに処理していないときにコストを節約するために、Amazon SageMaker 非同期推論エンドポイントのインスタンス数をゼロにスケールダウンできます。「approximateBacklogPerInstance」カスタムメトリックに基づいてスケールするスケーリングポリシーを定義し、「MinCapacity」値をゼロに設定する必要があります。詳細な手順については、開発者ガイドの非同期エンドポイントの自動スケールのセクションをご覧ください。
Amazon SageMaker Serverless Inference とは何ですか?,Amazon SageMaker Serverless Inference は、ML モデルのデプロイとスケーリングを容易にする専用のサーバーレスモデル提供オプションです。SageMaker Serverless Inference エンドポイントは、コンピューティングリソースを自動的に開始し、トラフィックに応じてスケールインおよびスケールアウトするため、インスタンスタイプを選択したり、プロビジョニングされた容量を実行したり、スケーリングを管理したりする必要がなくなります。オプションで、サーバーレス推論エンドポイントのメモリ要件を指定できます。アイドル期間ではなく、推論コードの実行期間と処理されたデータ量に対してのみ料金が発生します。
Amazon SageMaker Serverless Inference を使用する必要があるのはなぜですか?,Amazon SageMaker Serverless Inference は、事前にキャパシティーをプロビジョニングしたり、スケーリングポリシーを管理したりする必要がなくなるため、開発者のエクスペリエンスが簡素化されます。SageMaker Serverless Inference は、使用パターンに基づいて、数秒以内に数十から数千の推論に瞬時にスケールできるため、断続的または予測不可能なトラフィックを伴う ML アプリケーションに最適です。たとえば、給与処理会社が使用するチャットボットサービスでは、月末に問い合わせが増加しますが、月の残りの期間はトラフィックが断続的です。このようなシナリオで 1 か月分のインスタンスをプロビジョニングすると、アイドル期間の料金を支払うことになり、費用対効果が低くなります。SageMaker Serverless Inference は、事前にトラフィックを予測したり、スケーリングポリシーを管理したりすることなく、すぐに使用できる自動で高速なスケーリングを提供することで、このようなタイプのユースケースに対応します。さらに、推論コードを実行するコンピューティング時間 (ミリ秒単位で請求) とデータ処理に対してのみ料金が発生するため、断続的なトラフィックを伴うワークロードにとって費用対効果の高いオプションとなります。
Amazon SageMaker シャドウテストとは何ですか?,SageMaker は、現在デプロイされているモデルに対してパフォーマンスをテストすることで、本番リリース前に新しい ML モデルを評価するシャドウ テストの実行を支援します。SageMaker は、新しいモデルを現在の本番モデルと並行してシャドウ モードでデプロイし、本番トラフィックのユーザー指定部分を新しいモデルにミラーリングします。オプションで、オフライン比較のためにモデル推論をログに記録します。また、本番モデルとシャドウ モデル間のレイテンシーやエラー率などの主要なパフォーマンス メトリックの比較を示すライブ ダッシュボードも提供し、新しいモデルを本番環境に昇格させるかどうかの判断に役立ちます。
シャドウテストに SageMaker を使用する必要があるのはなぜですか?,SageMaker は、シャドウバリアントの設定と監視のプロセスを簡素化し、ライブの本番トラフィックで新しい ML モデルのパフォーマンスを評価できるようにします。SageMaker を使用すると、シャドウテスト用にインフラストラクチャを調整する必要がなくなります。シャドウバリアントにミラーリングされるトラフィックの割合やテストの期間などのテストパラメータを制御できます。その結果、小規模から始めて、モデルのパフォーマンスに自信が持てるようになったら、新しいモデルへの推論リクエストを増やすことができます。SageMaker は、主要なメトリクス間のパフォーマンスの違いを表示するライブダッシュボードを作成するため、モデルのパフォーマンスを簡単に比較して、新しいモデルが本番モデルとどのように異なるかを評価できます。
Amazon SageMaker Inference Recommender とは何ですか?,Amazon SageMaker Inference Recommender は、Amazon SageMaker の新しい機能で、SageMaker ML インスタンス全体でパフォーマンスベンチマークとモデルパフォーマンスのチューニングを自動化することで、ML モデルを本番環境に導入するために必要な時間を短縮します。SageMaker Inference Recommender を使用して、最高のパフォーマンスを提供しコストを最小限に抑えるエンドポイントにモデルをデプロイできるようになりました。インスタンスタイプを選択しながら数分で SageMaker Inference Recommender を開始し、数時間以内に最適なエンドポイント構成の推奨事項を取得できるため、数週間に及ぶ手動テストとチューニングの時間が不要になります。SageMaker Inference Recommender では、負荷テスト中に使用した SageMaker ML インスタンスに対してのみ料金が発生し、追加料金は発生しません。
Amazon SageMaker Inference Recommender を使用する必要があるのはなぜですか?,パフォーマンスを向上させてコストを削減するために適切なエンドポイント構成の推奨事項が必要な場合は、SageMaker Inference Recommender を使用する必要があります。以前は、モデルをデプロイしたいデータ サイエンティストは、適切なエンドポイント構成を選択するために手動ベンチマークを実行する必要がありました。まず、モデルとサンプル ペイロードのリソース要件に基づいて、70 を超える利用可能なインスタンス タイプから適切な ML インスタンス タイプを選択し、次にさまざまなハードウェアを考慮してモデルを最適化する必要がありました。次に、レイテンシーとスループットの要件が満たされ、コストが低いことを検証するために、広範な負荷テストを実施する必要がありました。SageMaker Inference Recommender を使用すると、次の操作を簡単に実行できるため、この複雑さが解消されます。1) インスタンスの推奨事項を使用して数分で開始する。2) インスタンス タイプ全体で負荷テストを実施して、数時間以内にエンドポイント構成に関する推奨事項を取得する。3) コンテナとモデル サーバーのパラメータを自動的に調整し、特定のインスタンス タイプに対してモデルの最適化を実行する。
Amazon SageMaker Inference Recommender は他の AWS サービスとどのように連携しますか?,データサイエンティストは、SageMaker Studio、AWS SDK for Python (Boto3)、または AWS CLI から Amazon SageMaker Inference Recommender にアクセスできます。登録されたモデルバージョンの SageMaker モデルレジストリで、SageMaker Studio 内でデプロイメントの推奨事項を取得できます。データサイエンティストは、SageMaker Studio、AWS SDK、または AWS CLI を通じて推奨事項を検索およびフィルタリングできます。
" Amazon SageMaker Inference Recommender は、マルチモデルエンドポイントまたはマルチコンテナエンドポイントをサポートできますか?",いいえ、現在はエンドポイントごとに 1 つのモデルのみをサポートしています。
SageMaker Inference Recommender はどのようなタイプのエンドポイントをサポートしていますか?,現在、リアルタイム エンドポイントのみをサポートしています。
